ID	Mass	Radius	e	a	Torb	Incl	
2489a	0.55	0.88	0.019	0.015	0.41	37.95	
2489b	2.41	1.41	0.122	0.132	10.98	84.55	
2490a	0.49	0.85	0.333	1.265	318.08	-0.96	
2491a	2.05	1.06	0.031	0.229	25.05	63.67	
2491b	1.88	1.20	0.173	0.018	0.56	40.65	
2492a	2.33	1.55	0.028	0.408	53.17	-78.88	
2493a	0.64	0.86	0.014	0.046	2.01	54.95	
2493b	1.08	0.99	0.052	0.015	0.38	-43.67	
2493c	0.94	1.01	0.023	2.776	942.85	-27.74	
2494a	2.19	1.52	0.954	0.141	10.82	22.72	
2494b	2.53	1.32	0.124	2.746	927.79	-24.09	
2494c	0.33	0.72	0.023	1.209	270.83	17.42	
2494d	1.51	1.13	0.652	0.368	45.53	-28.16	
2495a	1.42	1.07	0.022	1.847	428.20	-50.15	
2495b	1.16	1.04	0.011	0.014	0.29	14.58	
2496a	0.65	0.89	0.164	0.326	37.30	29.06	
2497a	1.71	1.14	0.022	0.980	210.64	35.84	
2498a	0.20	0.66	0.115	1.459	352.64	77.09	
2499a	0.40	0.77	0.308	0.030	1.07	66.25	
2500a	1.28	1.11	0.020	0.014	0.30	-3.69	
2501a	1.06	1.04	0.445	0.011	0.23	-10.63	
2502a	0.84	0.99	0.134	1.921	503.07	-78.24	
2503a	3.00	1.59	0.130	0.015	0.36	86.73	
2504a	0.60	0.88	0.293	1.061	228.80	29.73	
2504b	0.17	0.63	0.721	0.710	125.12	20.47	
2505a	1.09	1.03	0.466	0.611	92.16	-82.72	
2506a	2.82	1.53	0.131	2.949	999.52	78.02	
2507a	0.42	0.77	0.036	0.905	172.24	4.95	
2507b	0.27	0.69	0.200	0.168	13.76	47.68	
2507c	0.15	0.61	0.011	0.009	0.16	-49.37	
2508a	0.16	0.62	0.029	0.051	2.71	-70.48	
2509a	1.54	1.11	0.658	0.055	2.65	3.37	
2509b	0.59	0.84	0.330	1.069	227.83	33.83	
2509c	1.41	1.11	0.323	2.059	608.88	-83.47	
2509d	2.04	1.15	0.022	0.094	5.91	32.09	
2510a	2.85	1.49	0.250	2.286	763.54	23.68	
2511a	1.40	1.14	0.016	0.882	211.69	35.31	
2512a	0.69	0.88	0.071	1.630	468.11	57.81	
2512b	2.46	1.50	0.304	1.909	592.99	76.47	
2512c	1.35	1.06	0.138	1.936	605.88	-41.48	
2512d	1.81	1.23	0.137	0.053	2.76	-8.76	
2512e	1.97	1.18	0.018	0.033	1.32	68.84	
2513a	2.25	1.37	0.015	0.014	0.33	-67.75	
2513b	2.10	1.09	0.296	0.013	0.30	-83.48	
2513c	2.60	1.62	0.306	0.472	65.76	-12.17	
2513d	2.53	1.48	0.394	0.037	1.46	-1.47	
2514a	0.93	1.01	0.067	0.723	157.18	73.31	
2514b	0.90	1.00	0.027	0.017	0.59	-28.02	
2515a	1.50	1.12	0.021	2.363	776.07	-23.42	
2516a	1.09	1.03	0.064	0.038	1.52	6.88	
2517a	0.16	0.58	0.065	0.189	16.97	71.95	
2518a	1.21	1.06	0.339	2.424	777.82	-71.05	
2519a	0.65	0.86	0.024	0.072	3.78	64.10	
2520a	1.10	1.01	0.058	0.024	0.85	11.57	
2521a	0.39	0.77	0.011	0.506	96.52	77.56	
2522a	1.87	1.16	0.127	0.022	0.68	37.89	
2523a	1.95	1.16	0.636	0.012	0.27	-15.26	
2524a	2.21	1.21	0.016	1.300	308.56	-61.76	
2525a	2.88	1.73	0.195	2.795	894.00	-58.82	
2526a	1.62	1.15	0.075	0.030	1.10	41.44	
2527a	2.93	1.82	0.066	0.018	0.47	63.00	
2528a	2.15	1.25	0.015	1.116	233.79	58.11	
2529a	0.20	0.65	0.018	1.610	399.44	24.95	
2529b	1.62	1.19	0.021	1.861	496.71	15.61	
2529c	2.22	1.48	0.013	0.015	0.35	9.81	
2529d	2.84	1.45	0.972	0.014	0.33	43.62	
2530a	0.79	0.93	0.042	0.071	3.58	-5.03	
2531a	2.80	1.33	0.115	1.484	325.38	-29.36	
2531b	2.22	1.39	0.035	0.013	0.28	46.95	
2531c	0.33	0.72	0.031	1.150	221.99	27.11	
2531d	2.19	1.10	0.134	0.927	160.76	13.74	
2532a	2.00	1.21	0.026	0.012	0.26	-47.91	
2532b	0.31	0.74	0.022	1.124	218.69	-29.58	
2532c	1.93	1.24	0.030	2.928	919.68	32.56	
2533a	1.34	1.11	0.145	1.676	386.36	-62.26	
2534a	2.67	1.43	0.040	0.703	117.53	-83.17	
2534b	2.64	1.53	0.157	2.531	802.10	-34.48	
2535a	1.27	1.08	0.124	1.307	387.82	59.63	
2536a	0.31	0.73	0.222	2.828	934.27	-58.30	
2537a	2.69	1.70	0.402	0.624	92.25	-63.59	
2537b	1.10	1.00	0.876	0.012	0.25	9.58	
2538a	3.06	1.76	0.017	2.796	1045.05	-42.06	
2539a	0.17	0.60	0.378	0.392	56.57	89.83	
2540a	2.50	1.29	0.116	0.558	81.57	8.14	
2541a	1.91	1.16	0.304	0.572	83.07	-7.58	
2542a	0.77	0.90	0.046	0.106	6.48	-78.63	
2542b	1.56	1.09	0.026	1.288	274.09	-60.90	
2543a	1.08	1.01	0.292	1.302	278.58	70.45	
2543b	1.91	1.17	0.271	0.173	13.45	20.99	
2543c	1.18	1.07	0.318	0.011	0.20	50.08	
2543d	2.52	1.44	0.260	1.720	422.88	-9.24	
2544a	1.42	1.08	0.069	1.191	243.56	77.09	
2544b	2.59	1.23	0.027	1.819	459.61	82.63	
2545a	1.37	1.12	0.036	2.329	776.40	47.14	
2545b	1.74	1.12	0.235	1.402	362.44	11.28	
2545c	0.91	0.98	0.014	2.360	791.87	-53.58	
2545d	0.17	0.61	0.021	0.009	0.19	84.07	
2546a	0.24	0.65	0.013	1.901	572.66	31.31	
2547a	0.83	0.95	0.136	0.022	0.69	-52.13	
2547b	0.16	0.58	0.024	0.047	2.19	1.51	
2547c	0.24	0.68	0.352	0.152	12.69	-10.62	
2548a	2.39	1.40	0.187	0.225	22.51	63.81	
2548b	1.33	1.12	0.146	0.012	0.27	-16.54	
2548c	1.75	1.13	0.057	2.830	1006.60	-63.78	
2549a	2.02	1.23	0.787	2.936	984.14	69.30	
2550a	3.06	1.86	0.039	0.809	140.40	-6.08	
2551a	0.42	0.76	0.382	2.055	691.60	77.60	
2552a	1.90	1.24	0.088	1.689	450.19	-1.00	
2552b	1.96	1.21	0.075	0.047	2.09	-16.35	
2552c	0.85	0.98	0.534	0.013	0.30	6.29	
2552d	2.07	1.28	0.089	0.097	6.15	9.52	
2553a	3.08	1.38	0.019	2.700	919.11	25.75	
2554a	1.89	1.19	0.030	1.035	253.87	7.77	
2554b	0.81	0.96	0.020	0.023	0.87	21.49	
2554c	1.95	1.22	0.387	2.954	1224.79	33.41	
2555a	1.98	1.24	0.012	0.111	7.58	-89.05	
2556a	1.31	1.11	0.126	0.110	7.89	-56.41	
2556b	1.38	1.11	0.617	2.952	1094.95	55.20	
2557a	2.05	1.22	0.877	0.077	3.92	-20.61	
2557b	0.15	0.60	0.231	0.007	0.10	73.83	
2557c	2.21	1.23	0.063	0.848	143.88	66.49	
2558a	1.04	1.01	0.166	0.648	115.85	89.23	
2559a	1.23	1.07	0.346	0.011	0.27	89.45	
2559b	2.30	1.22	0.012	0.025	0.86	76.02	
2559c	0.64	0.92	0.414	0.497	77.45	85.49	
2560a	1.62	1.19	0.194	1.547	424.92	-57.35	
2561a	1.38	1.10	0.335	1.409	382.76	-17.67	
2562a	1.54	1.13	0.545	2.688	1028.26	66.94	
2563a	0.20	0.63	0.549	0.352	44.83	14.06	
2564a	0.67	0.92	0.041	0.032	1.12	49.70	
2564b	1.94	1.18	0.085	2.271	657.51	-70.53	
2564c	0.38	0.79	0.100	1.176	245.15	63.16	
2565a	0.69	0.88	0.024	0.032	1.09	-12.16	
2565b	2.11	1.29	0.032	0.090	5.15	57.97	
2565c	1.73	1.16	0.282	0.932	173.00	-50.34	
2566a	0.82	0.93	0.012	0.156	13.26	20.90	
2567a	1.17	1.00	0.062	0.347	44.96	-89.08	
2568a	2.03	1.18	0.015	0.012	0.29	54.14	
2569a	0.54	0.84	0.067	0.012	0.32	5.15	
2569b	1.77	1.13	0.300	0.021	0.69	-7.92	
2569c	2.21	1.19	0.247	2.388	845.18	-40.72	
2570a	2.57	1.44	0.211	0.019	0.55	7.33	
2571a	2.51	1.33	0.037	0.282	32.71	47.68	
2572a	1.18	1.03	0.337	2.145	719.17	78.78	
2572b	3.00	1.73	0.140	2.957	1164.19	-75.87	
2572c	2.39	1.22	0.084	0.865	184.07	-74.28	
2573a	1.31	1.10	0.532	0.307	37.72	-42.23	
2574a	0.58	0.83	0.180	0.060	3.06	13.61	
2575a	2.96	1.33	0.074	0.033	1.28	-75.38	
2576a	2.30	1.41	0.089	0.755	142.54	14.01	
2576b	2.08	1.07	0.026	0.011	0.23	-17.36	
2576c	0.98	1.00	0.810	0.011	0.24	-43.96	
2577a	1.46	1.09	0.097	1.481	379.08	-52.84	
2577b	1.18	1.03	0.960	2.568	865.62	-85.56	
2578a	1.30	1.05	0.013	0.014	0.35	66.37	
2579a	2.90	1.48	0.374	0.948	183.09	-76.92	
2579b	1.44	1.15	0.031	0.812	145.03	-56.99	
2580a	1.87	1.15	0.521	2.623	866.87	-84.99	
2580b	2.48	1.43	0.143	2.945	1031.23	38.48	
2581a	0.61	0.90	0.714	0.015	0.42	62.23	
2582a	0.66	0.92	0.463	2.855	994.35	-24.84	
2583a	2.62	1.57	0.146	0.281	33.83	67.88	
2584a	2.31	1.50	0.253	0.287	33.66	23.69	
2585a	0.62	0.85	0.058	1.720	443.18	37.74	
2586a	1.79	1.15	0.066	0.055	2.94	-7.06	
2586b	0.38	0.77	0.069	2.922	1143.79	-51.45	
2587a	0.41	0.79	0.044	0.758	142.60	66.82	
2587b	0.10	0.51	0.348	0.802	155.28	-45.10	
2588a	0.62	0.91	0.402	2.631	695.32	48.50	
2589a	1.56	1.10	0.346	0.266	28.25	-44.57	
2590a	1.44	1.13	0.103	1.815	574.37	-28.18	
2591a	2.53	1.21	0.128	0.835	160.49	28.25	
2591b	0.99	0.99	0.088	0.032	1.20	-32.13	
2591c	0.53	0.86	0.024	2.951	1066.22	-28.73	
2591d	0.53	0.84	0.168	0.063	3.34	-67.34	
2591e	0.95	1.01	0.016	2.189	680.97	11.45	
2592a	0.40	0.76	0.258	0.084	5.22	-89.74	
2593a	1.74	1.17	0.064	0.013	0.33	-61.73	
2594a	2.85	1.50	0.235	0.077	4.56	-28.48	
2594b	2.39	1.20	0.062	0.018	0.51	-82.62	
2595a	3.09	1.37	0.119	0.303	33.58	80.85	
2596a	1.96	1.20	0.615	0.563	86.18	-44.00	
2596b	1.19	1.03	0.375	2.210	670.49	55.22	
2596c	2.17	1.40	0.145	0.027	0.91	51.22	
2596d	2.45	1.42	0.183	0.183	16.03	-78.22	
2596e	2.49	1.35	0.277	0.014	0.34	6.33	
2597a	1.88	1.21	0.136	2.750	1025.51	-26.46	
2598a	2.10	1.13	0.681	0.011	0.26	-9.88	
2599a	1.71	1.15	0.032	2.664	1027.91	-83.04	
2599b	1.29	1.05	0.029	1.558	459.82	64.04	
2599c	0.76	0.89	0.018	2.737	1070.15	15.19	
2600a	1.31	1.09	0.125	0.188	19.25	-55.24	
2601a	1.51	1.08	0.153	0.014	0.34	-67.49	
2601b	0.41	0.81	0.393	2.321	759.54	-17.05	
2601c	0.64	0.88	0.044	0.108	7.58	-58.35	
2602a	1.80	1.18	0.829	1.019	221.00	68.29	
2603a	1.33	1.10	0.170	0.371	55.59	53.44	
2603b	0.18	0.64	0.027	0.565	104.71	20.94	
2603c	0.75	0.91	0.205	2.368	897.72	78.02	
2604a	1.37	1.05	0.518	0.030	1.14	-30.17	
2605a	0.56	0.87	0.017	0.019	0.50	-55.39	
2606a	3.03	1.54	0.332	1.683	485.08	21.36	
2607a	1.98	1.23	0.317	1.106	332.17	-61.38	
2608a	1.72	1.17	0.027	0.021	0.70	22.89	
2609a	1.22	1.05	0.016	0.012	0.29	30.61	
2609b	2.55	1.66	0.015	0.017	0.50	9.02	
2610a	0.44	0.78	0.695	1.916	585.97	65.30	
2611a	2.43	1.18	0.022	1.960	546.59	-48.89	
2612a	1.01	1.00	0.097	0.224	23.39	-24.92	
2613a	0.75	0.90	0.478	0.010	0.19	-3.35	
2614a	1.15	1.07	0.048	1.339	322.43	13.70	
2615a	1.39	1.11	0.321	0.013	0.30	-31.02	
2616a	1.31	1.07	0.035	1.514	361.13	-9.58	
2616b	0.85	0.99	0.200	2.757	887.29	-34.00	
2616c	0.49	0.80	0.268	0.013	0.29	-6.89	
2616d	3.06	1.55	0.016	0.251	24.34	-66.32	
2617a	1.36	1.13	0.198	1.808	511.21	81.34	
2618a	0.36	0.73	0.753	2.837	1032.16	34.73	
2618b	2.91	1.36	0.980	2.696	956.42	25.17	
2619a	2.92	1.77	0.133	0.017	0.47	23.68	
2620a	1.10	1.00	0.018	0.034	1.33	21.59	
2620b	2.87	1.60	0.830	0.016	0.41	-46.08	
2620c	1.73	1.14	0.042	1.036	220.55	29.85	
2620d	2.72	1.59	0.077	0.026	0.88	0.02	
2621a	0.36	0.77	0.194	2.940	1400.78	-34.50	
2622a	1.36	1.08	0.476	2.693	1005.69	34.59	
2623a	2.72	1.33	0.012	0.021	0.63	70.88	
2624a	0.49	0.80	0.040	1.577	398.21	15.20	
2625a	0.60	0.89	0.016	1.822	633.76	-80.95	
2626a	0.22	0.64	0.025	1.956	630.36	-86.02	
2626b	1.63	1.10	0.165	2.378	845.04	-78.62	
2627a	1.44	1.08	0.160	0.069	4.92	-2.75	
2628a	0.54	0.82	0.013	0.562	116.11	-64.98	
2629a	2.14	1.29	0.311	0.014	0.36	-88.36	
2630a	0.47	0.79	0.165	1.766	463.18	-33.85	
2631a	1.20	1.08	0.274	0.013	0.26	-46.58	
2632a	2.75	1.31	0.965	2.216	642.37	46.41	
2633a	2.62	1.32	0.229	1.635	379.28	-30.48	
2634a	0.63	0.87	0.061	0.009	0.16	-65.74	
2635a	1.72	1.13	0.020	0.018	0.46	52.98	
2636a	1.64	1.15	0.034	2.055	798.61	-20.64	
2637a	0.52	0.82	0.269	0.015	0.38	25.89	
2638a	0.59	0.84	0.539	0.043	1.94	49.59	
2639a	1.66	1.16	0.065	0.021	0.75	-37.06	
2640a	0.71	0.90	0.020	2.103	694.18	19.30	
2641a	2.26	1.45	0.011	0.152	9.15	-63.36	
2642a	0.32	0.76	0.303	0.009	0.17	-74.77	
2643a	2.69	1.50	0.021	2.025	585.82	53.79	
2644a	2.00	1.16	0.026	1.420	389.75	-12.47	
2645a	2.05	1.12	0.813	0.671	124.28	25.62	
2646a	1.23	1.07	0.053	0.012	0.21	15.77	
2647a	2.60	1.42	0.026	2.883	1051.85	12.30	
2647b	2.29	1.14	0.185	0.744	137.91	-62.91	
2647c	1.13	1.02	0.030	0.010	0.22	54.19	
2647d	0.41	0.76	0.075	0.034	1.37	-83.09	
2648a	1.37	1.05	0.022	2.356	768.57	-80.09	
2649a	1.71	1.16	0.091	0.014	0.37	78.26	
2650a	2.09	1.27	0.014	2.019	606.44	-1.12	
2650b	2.94	1.82	0.116	0.237	24.43	4.26	
2650c	0.69	0.91	0.390	0.510	76.98	6.60	
2651a	1.22	1.05	0.752	1.907	585.17	22.82	
2652a	1.73	1.19	0.252	0.027	0.92	-64.74	
2653a	1.57	1.16	0.012	0.615	107.21	62.46	
2653b	0.63	0.88	0.546	0.303	37.03	-78.34	
2654a	2.66	1.68	0.015	0.017	0.43	49.57	
2655a	0.23	0.68	0.601	0.226	20.11	-38.27	
2656a	1.36	1.13	0.380	1.698	434.57	-20.89	
2656b	2.83	1.71	0.015	0.023	0.70	29.26	
2657a	0.45	0.82	0.110	2.552	922.34	-12.91	
2657b	2.76	1.63	0.024	2.937	1138.49	16.24	
2657c	2.41	1.31	0.021	0.217	22.89	27.91	
2658a	2.01	1.02	0.105	2.949	1145.76	-78.98	
2659a	0.58	0.86	0.903	0.947	280.14	-82.30	
2660a	0.97	1.02	0.578	1.331	328.06	-26.21	
2660b	0.78	0.91	0.037	1.420	361.49	15.37	
2660c	1.86	1.18	0.183	0.795	151.54	6.58	
2660d	1.98	1.23	0.039	1.317	322.92	-28.99	
2661a	0.69	0.91	0.654	2.331	748.28	-84.69	
2662a	1.09	1.02	0.206	0.137	10.96	-39.86	
2662b	1.32	1.04	0.182	0.197	18.90	76.88	
2663a	1.18	1.02	0.013	0.100	8.21	43.59	
2664a	0.41	0.77	0.196	1.748	323.32	70.33	
2665a	2.13	1.42	0.168	0.015	0.36	1.93	
2666a	1.61	1.14	0.478	0.266	29.14	-14.27	
2667a	1.65	1.17	0.052	0.222	29.68	9.68	
2668a	0.59	0.86	0.598	0.299	34.07	13.98	
2669a	0.19	0.65	0.167	2.447	850.58	-20.12	
2670a	0.86	0.96	0.094	2.718	914.40	-42.91	
2671a	2.22	1.53	0.029	0.804	152.36	63.55	
2672a	0.20	0.65	0.258	0.504	78.98	-13.97	
2673a	0.86	0.96	0.028	0.010	0.18	-36.68	
2674a	1.42	1.06	0.105	0.250	23.03	4.18	
2675a	2.02	1.24	0.207	2.505	730.72	59.98	
2676a	1.01	0.99	0.023	2.793	860.35	35.66	
2677a	1.49	1.12	0.012	1.805	336.97	-13.68	
2678a	0.93	0.98	0.123	2.320	896.78	66.95	
2679a	1.47	1.12	0.569	1.208	716.37	-46.60	
2680a	1.27	1.09	0.131	2.005	446.24	-68.20	
2681a	2.50	1.19	0.124	2.867	962.61	45.29	
2682a	2.06	1.32	0.015	1.247	275.98	-3.94	
2683a	2.00	1.22	0.067	0.279	29.17	-30.33	
2684a	1.16	1.08	0.062	1.948	538.99	34.83	
2685a	0.81	0.93	0.152	2.725	757.04	22.60	
2686a	1.51	1.08	0.078	1.010	135.06	-72.08	
2687a	1.63	1.13	0.042	0.365	57.77	24.52	
2688a	0.54	0.83	0.022	2.950	2408.00	83.63	
2689a	1.46	1.10	0.090	0.772	80.23	-26.50	
2690a	1.53	1.10	0.426	2.949	598.43	42.63	
2691a	1.60	1.14	0.245	0.048	3.77	-44.00	
2692a	2.07	1.23	0.109	2.902	826.45	56.78	
2693a	0.71	0.89	0.362	0.009	0.16	-64.62	
2694a	0.77	0.94	0.061	1.490	413.84	72.35	
2695a	0.30	0.73	0.032	0.008	0.18	-64.48	
2696a	1.38	1.14	0.041	2.405	684.76	73.22	
2697a	2.71	1.36	0.033	0.263	26.06	66.25	
2698a	2.66	1.51	0.490	2.582	741.57	34.30	
2698b	1.39	1.09	0.338	0.116	7.08	-69.99	
2699a	2.16	1.45	0.227	2.092	423.18	-64.54	
2700a	2.15	1.40	0.745	0.033	0.83	-86.66	
2701a	2.03	1.27	0.131	0.017	0.26	4.26	
2701b	2.59	1.51	0.168	0.057	1.58	12.21	
2701c	2.76	1.47	0.066	0.097	3.52	11.50	
2701d	1.46	1.07	0.016	0.012	0.15	-11.06	
2702a	1.30	1.10	0.543	0.031	1.37	-56.38	
2702b	1.19	1.08	0.030	2.907	1225.40	38.24	
2702c	0.45	0.82	0.019	1.288	361.48	40.40	
2702d	1.97	1.19	0.047	1.168	311.94	16.07	
2703a	2.92	1.55	0.049	2.568	763.24	-74.17	
2704a	0.80	0.98	0.180	0.026	0.81	23.73	
2705a	0.51	0.84	0.027	0.650	120.81	-37.49	
2705b	1.98	1.23	0.487	0.094	6.69	44.51	
2705c	1.89	1.23	0.016	0.013	0.34	-5.06	
2705d	1.57	1.09	0.552	0.206	21.61	-8.36	
2706a	1.77	1.18	0.075	2.517	956.87	-84.88	
2707a	3.03	1.43	0.021	0.115	7.53	-80.20	
2708a	1.47	1.12	0.041	0.463	66.49	-58.41	
2709a	3.04	1.50	0.741	2.327	688.89	42.03	
2710a	0.66	0.86	0.027	0.828	171.22	43.57	
2711a	0.05	0.43	0.011	1.391	824.74	-40.43	
2711b	0.12	0.55	0.016	0.006	0.23	20.45	
2711c	1.46	1.12	0.053	0.066	8.56	7.09	
2711d	0.14	0.60	0.154	1.121	596.50	-21.62	
2712a	1.63	1.11	0.171	0.030	1.39	-61.67	
2713a	1.60	1.16	0.018	2.894	873.06	65.25	
2713b	1.17	1.08	0.134	0.663	95.85	56.97	
2713c	2.23	1.35	0.114	0.124	7.75	-26.81	
2714a	2.95	1.86	0.833	2.751	626.71	58.05	
2715a	2.98	1.38	0.517	0.042	1.56	86.70	
2715b	1.04	1.01	0.270	0.300	29.71	78.93	
2715c	2.13	1.21	0.058	0.841	139.44	58.07	
2716a	0.78	0.94	0.034	2.942	1174.98	87.84	
2717a	1.75	1.14	0.017	2.574	561.19	32.01	
2717b	0.18	0.63	0.253	0.073	2.69	-55.28	
2717c	1.38	1.10	0.253	2.290	470.95	77.28	
2717d	2.84	1.75	0.338	0.020	0.38	-26.98	
2718a	2.05	1.06	0.011	0.011	0.90	-12.64	
2719a	0.50	0.85	0.038	0.058	10.22	-41.24	
2719b	1.73	1.19	0.850	2.572	3005.69	40.89	
2719c	0.44	0.78	0.069	0.009	0.65	-10.85	
2719d	1.99	1.17	0.148	0.810	531.09	36.86	
2720a	2.37	1.26	0.653	0.055	9.49	-65.90	
2721a	0.79	0.90	0.688	2.945	3682.75	72.90	
2722a	1.60	1.14	0.017	0.017	1.67	-33.86	
2723a	0.19	0.65	0.657	0.926	649.40	-27.80	
2724a	1.36	1.11	0.170	0.157	45.25	-17.85	
2725a	2.38	1.40	0.111	0.014	0.35	-11.74	
2726a	1.48	1.08	0.207	2.922	1039.51	8.55	
2726b	1.15	1.03	0.018	2.697	921.91	-62.80	
2726c	2.44	1.56	0.020	0.846	162.09	58.08	
2726d	0.52	0.85	0.077	1.601	421.64	41.81	
2727a	1.64	1.16	0.224	0.094	6.22	22.29	
2727b	1.48	1.14	0.536	0.011	0.25	-66.61	
2728a	0.23	0.68	0.342	0.690	100.15	35.59	
2729a	0.56	0.83	0.013	2.229	725.60	74.88	
2729b	2.74	1.45	0.021	0.594	99.75	24.46	
2730a	1.31	1.06	0.050	0.057	2.56	-40.72	
2731a	1.71	1.16	0.923	1.170	262.77	-1.73	
2732a	0.23	0.64	0.789	0.592	87.47	-66.35	
2732b	1.76	1.17	0.768	1.167	242.11	14.42	
2733a	0.32	0.71	0.058	0.211	14.56	1.16	
2734a	0.16	0.58	0.672	2.364	664.73	24.33	
2735a	2.09	1.40	0.183	0.017	0.41	-49.14	
2736a	2.83	1.81	0.571	1.180	234.41	-43.55	
2737a	2.22	1.51	0.465	2.907	906.55	55.37	
2738a	0.80	0.91	0.054	2.638	1048.01	-52.34	
2739a	3.08	1.62	0.161	1.275	236.67	16.12	
2740a	2.56	1.66	0.559	2.686	783.77	-44.74	
2740b	1.69	1.20	0.134	0.897	151.28	10.97	
2741a	0.82	0.95	0.263	2.620	808.98	-30.21	
2741b	1.19	1.04	0.028	0.025	0.78	39.63	
2741c	1.28	1.05	0.012	2.907	945.25	68.61	
2742a	0.58	0.89	0.648	0.023	0.65	-64.56	
2742b	2.73	1.36	0.022	0.617	90.32	11.10	
2742c	2.22	1.30	0.521	0.022	0.59	27.02	
2743a	2.60	1.55	0.217	0.170	14.28	28.55	
2743b	1.57	1.12	0.190	0.011	0.23	8.58	
2744a	2.54	1.29	0.454	0.015	0.42	-10.63	
2745a	3.07	1.88	0.031	1.120	216.81	63.52	
2746a	0.67	0.87	0.281	2.685	1091.19	5.75	
2747a	2.37	1.14	0.040	0.654	100.81	-22.97	
2747b	1.98	1.16	0.366	1.501	350.93	65.18	
2748a	1.83	1.19	0.018	2.846	902.05	9.95	
2749a	0.84	0.92	0.012	0.850	170.85	-76.83	
2750a	0.74	0.94	0.214	0.703	99.08	-40.77	
2750b	0.17	0.58	0.014	2.885	824.43	51.61	
2750c	1.11	1.07	0.973	0.614	80.88	89.99	
2751a	1.16	1.08	0.048	0.904	197.01	-72.13	
2751b	0.82	0.95	0.032	2.951	1163.12	47.89	
2751c	1.55	1.16	0.929	0.012	0.32	-55.07	
2752a	2.02	1.06	0.036	1.921	477.88	23.94	
2752b	0.94	1.00	0.377	0.063	2.81	-27.58	
2752c	2.08	1.47	0.132	2.834	856.40	-12.30	
2753a	0.85	0.95	0.051	0.013	0.26	-79.50	
2754a	1.84	1.17	0.052	2.873	945.86	49.76	
2755a	2.43	1.55	0.333	0.402	45.71	-35.14	
2756a	0.44	0.80	0.014	2.481	797.45	50.55	
2757a	0.64	0.87	0.023	0.028	1.06	65.15	
2758a	1.99	1.17	0.360	2.716	794.05	-79.99	
2759a	3.02	1.73	0.157	0.016	0.36	49.32	
2760a	0.29	0.73	0.328	0.281	26.41	81.37	
2761a	0.29	0.70	0.342	0.008	0.12	-61.54	
2762a	2.83	1.69	0.708	1.983	523.73	-85.42	
2763a	1.99	1.23	0.074	0.636	100.99	-21.02	
2764a	0.86	0.95	0.014	2.217	642.85	67.32	
2764b	1.10	0.99	0.044	0.176	14.43	-89.66	
2765a	1.06	1.04	0.103	1.361	327.17	76.60	
2766a	1.11	1.07	0.049	0.020	0.55	72.56	
2766b	0.42	0.77	0.285	0.150	11.72	50.80	
2766c	2.95	1.36	0.701	0.023	0.71	-75.37	
2767a	1.07	1.04	0.399	0.013	0.31	3.26	
2767b	2.95	1.64	0.065	0.226	21.44	71.01	
2768a	0.69	0.88	0.291	0.012	0.30	-75.51	
2768b	0.79	0.94	0.373	2.521	922.42	-54.46	
2768c	0.75	0.95	0.423	2.950	1167.50	-28.60	
2769a	2.69	1.61	0.021	2.679	838.78	-23.82	
2770a	0.52	0.84	0.025	0.735	131.26	60.01	
2771a	0.56	0.87	0.103	2.951	945.58	-28.12	
2772a	2.03	1.24	0.158	2.282	645.61	78.49	
2773a	0.71	0.88	0.068	2.921	1084.48	-46.60	
2774a	2.50	1.38	0.062	0.186	14.84	50.26	
2775a	1.15	1.07	0.961	0.646	92.84	88.14	
2775b	0.21	0.66	0.449	1.313	268.73	-75.33	
2775c	0.21	0.65	0.016	0.023	0.64	-61.19	
2776a	1.46	1.14	0.924	0.013	0.27	-77.67	
2776b	2.40	1.19	0.254	0.043	1.69	33.29	
2776c	2.49	1.25	0.266	1.295	279.42	-11.74	
2776d	1.55	1.15	0.799	2.860	917.38	84.05	
2777a	0.96	1.01	0.082	0.089	5.28	-77.60	
2777b	0.20	0.64	0.498	2.796	928.18	-9.81	
2777c	1.81	1.14	0.018	0.174	14.47	-58.14	
2778a	1.47	1.16	0.282	1.765	418.21	66.14	
2779a	0.87	0.99	0.664	2.911	1115.28	71.85	
2780a	2.13	1.08	0.519	2.853	884.71	-51.07	
2781a	0.60	0.84	0.028	0.030	1.09	85.36	
2782a	0.14	0.59	0.572	0.088	4.35	-13.17	
2782b	2.50	1.60	0.179	2.735	756.43	-33.60	
2783a	2.40	1.51	0.018	0.952	174.82	-43.68	
2784a	1.00	0.96	0.070	0.130	8.67	-33.35	
2785a	0.58	0.86	0.169	0.013	0.33	12.94	
2785b	1.81	1.21	0.332	0.024	0.81	83.07	
2785c	1.45	1.12	0.012	0.067	3.76	-35.52	
2786a	2.48	1.26	0.020	1.162	281.63	-67.72	
2786b	0.87	0.99	0.066	0.063	3.54	-22.53	
2787a	0.35	0.75	0.064	1.111	220.02	-72.85	
2788a	2.53	1.24	0.271	0.150	11.95	34.99	
2788b	0.69	0.90	0.034	0.010	0.19	25.99	
2788c	1.78	1.18	0.566	1.342	318.89	-32.54	
2788d	2.34	1.14	0.702	0.300	33.64	54.17	
2789a	1.30	1.07	0.584	0.426	54.67	-5.61	
2790a	1.59	1.16	0.239	1.102	224.27	-4.96	
2790b	0.83	0.98	0.425	0.487	65.97	-42.91	
2790c	2.01	1.40	0.014	0.911	168.61	67.90	
2790d	0.15	0.59	0.181	0.701	113.73	20.63	
